id,ans
2998,5
2999,2
3000,4
3001,5
3002,4
3003,5
3004,3
3005,2
3006,5
3007,3
3008,1
3009,2
3010,1
3011,1
3012,0
3013,4
3014,3
3015,4
3016,3
3017,0
3018,1
3019,0
3020,1
3021,4
3022,3
3023,4
3024,5
3025,0
3026,1
3027,5
3028,3
3029,0
3030,1
3031,4
3032,1
3033,1
3034,2
3035,0
3036,3
3037,5
3038,4
3039,3
3040,0
3041,0
3042,4
3043,4
3044,3
3045,0
3046,4
3047,0
3048,0
3049,0
3050,4
3051,2
3052,5
3053,4
3054,3
3055,2
3056,0
3057,3
3058,2
3059,4
3060,5
3061,5
3062,0
3063,3
3064,0
3065,1
3066,1
3067,3
3068,5
3069,0
3070,1
3071,4
3072,4
3073,1
3074,3
3075,5
3076,3
3077,4
3078,0
3079,1
3080,1
3081,1
3082,3
3083,0
3084,1
3085,3
3086,4
3087,2
3088,0
3089,1
3090,2
3091,0
3092,0
3093,4
3094,3
3095,3
3096,0
3097,4
3098,1
3099,2
3100,2
3101,1
3102,3
3103,1
3104,5
3105,0
3106,4
3107,5
3108,2
3109,3
3110,2
3111,5
3112,3
3113,0
3114,3
3115,2
3116,5
3117,5
3118,1
3119,0
3120,0
3121,0
3122,5
3123,0
3124,0
3125,5
3126,4
3127,4
3128,2
3129,1
3130,0
3131,2
3132,2
3133,3
3134,5
3135,4
3136,5
3137,4
3138,5
3139,4
3140,2
3141,3
3142,1
3143,5
3144,4
3145,4
3146,3
3147,0
3148,4
3149,1
3150,5
3151,5
3152,0
3153,2
3154,5
3155,2
3156,0
3157,1
3158,5
3159,2
3160,3
3161,0
3162,1
3163,4
3164,0
3165,2
3166,3
3167,3
3168,1
3169,4
3170,2
3171,1
3172,0
3173,1
3174,2
3175,2
3176,5
3177,1
3178,2
3179,3
3180,0
3181,5
3182,2
3183,2
3184,3
3185,5
3186,3
3187,2
3188,0
3189,4
3190,5
3191,1
3192,0
3193,1
3194,4
3195,3
3196,2
3197,1
3198,3
3199,3
3200,2
3201,0
3202,0
3203,5
3204,0
3205,4
3206,3
3207,1
3208,2
3209,2
3210,0
3211,2
3212,2
3213,1
3214,2
3215,3
3216,4
3217,0
3218,2
3219,1
3220,0
3221,2
3222,5
3223,2
3224,3
3225,3
3226,2
3227,1
3228,3
3229,5
3230,5
3231,4
3232,3
3233,4
3234,1
3235,1
3236,0
3237,3
3238,3
3239,0
3240,3
3241,4
3242,2
3243,0
3244,4
3245,3
3246,2
3247,0
3248,0
3249,2
3250,1
3251,4
3252,3
3253,4
3254,3
3255,3
3256,1
3257,0
3258,0
3259,0
3260,3
3261,5
3262,0
3263,5
3264,4
3265,4
3266,2
3267,0
3268,4
3269,1
3270,1
3271,1
3272,4
3273,5
3274,1
3275,0
3276,5
3277,3
3278,2
3279,5
3280,5
3281,3
3282,3
3283,3
3284,3
3285,2
3286,1
3287,3
3288,0
3289,5
3290,5
3291,4
3292,5
3293,0
3294,3
3295,5
3296,5
3297,4
3298,2
3299,5
3300,0
3301,5
3302,4
3303,2
3304,3
3305,2
3306,4
3307,4
3308,0
3309,3
3310,1
3311,2
3312,4
3313,4
3314,2
3315,2
3316,4
3317,2
3318,2
3319,3
3320,2
3321,1
3322,2
3323,2
3324,1
3325,1
3326,1
3327,0
3328,3
3329,3
3330,1
3331,1
3332,3
3333,5
3334,1
3335,3
3336,2
3337,1
3338,1
3339,1
3340,4
3341,1
3342,4
3343,1
3344,5
3345,5
3346,4
3347,0
3348,4
3349,3
3350,4
3351,4
3352,3
3353,2
3354,4
3355,5
3356,1
3357,2
3358,3
3359,4
3360,0
3361,4
3362,2
3363,4
3364,5
3365,2
3366,4
3367,0
3368,0
3369,0
3370,0
3371,4
3372,0
3373,0
3374,4
3375,5
3376,3
3377,2
3378,4
3379,5
3380,5
3381,5
3382,3
3383,2
3384,0
3385,4
3386,5
3387,5
3388,0
3389,0
3390,5
3391,1
3392,2
3393,0
3394,4
3395,0
3396,5
3397,2
3398,3
3399,1
3400,2
3401,1
3402,3
3403,4
3404,3
3405,4
3406,0
3407,2
3408,4
3409,5
3410,0
3411,3
3412,0
3413,4
3414,1
3415,2
3416,4
3417,0
3418,1
3419,3
3420,0
3421,0
3422,0
3423,1
3424,5
3425,4
3426,5
3427,1
3428,2
3429,5
3430,1
3431,2
3432,2
3433,5
3434,5
3435,3
3436,2
3437,4
3438,0
3439,1
3440,2
3441,0
3442,5
3443,0
3444,3
3445,3
3446,3
3447,4
3448,5
3449,4
3450,5
3451,1
3452,1
3453,1
3454,0
3455,4
3456,0
3457,5
3458,2
3459,1
3460,3
3461,0
3462,5
3463,3
3464,4
3465,4
3466,0
3467,1
3468,1
3469,4
3470,3
3471,4
3472,3
3473,5
3474,2
3475,0
3476,3
3477,0
3478,4
3479,5
3480,0
3481,2
3482,1
3483,2
3484,0
3485,5
3486,3
3487,0
3488,5
3489,5
3490,0
3491,4
3492,4
3493,4
3494,3
3495,4
3496,0
3497,3
3498,2
3499,5
3500,3
3501,2
3502,3
3503,2
3504,4
3505,1
3506,4
3507,2
3508,0
3509,1
3510,5
3511,2
3512,0
3513,2
3514,3
3515,1
3516,1
3517,1
3518,1
3519,5
3520,5
3521,1
3522,3
3523,1
3524,4
3525,5
3526,5
3527,2
3528,5
3529,4
3530,4
3531,4
3532,1
3533,1
3534,5
3535,4
3536,4
3537,4
3538,0
3539,3
3540,2
3541,2
3542,4
3543,5
3544,2
3545,4
3546,0
3547,3
3548,4
3549,4
3550,5
3551,4
3552,2
3553,0
3554,1
3555,5
3556,5
3557,4
3558,0
3559,4
3560,4
3561,5
3562,3
3563,0
3564,3
3565,5
3566,5
3567,0
3568,1
3569,5
3570,0
3571,4
3572,0
3573,2
3574,0
3575,2
3576,1
3577,5
3578,2
3579,3
3580,0
3581,3
3582,5
3583,5
3584,5
3585,2
3586,4
3587,0
3588,4
3589,1
3590,1
3591,2
3592,0
3593,1
3594,4
3595,1
3596,4
3597,2
3598,3
3599,5
3600,1
3601,2
3602,1
3603,0
3604,1
3605,2
3606,5
3607,1
3608,4
3609,5
3610,3
3611,3
3612,0
3613,0
3614,2
3615,1
3616,5
3617,2
3618,1
3619,0
3620,0
3621,3
3622,1
3623,1
3624,2
3625,3
3626,5
3627,3
3628,1
3629,2
3630,1
3631,0
3632,2
3633,1
3634,2
3635,4
3636,4
3637,1
3638,2
3639,4
3640,4
3641,5
3642,4
3643,3
3644,3
3645,5
3646,5
3647,4
3648,0
3649,4
3650,2
3651,3
3652,4
3653,2
3654,4
3655,5
3656,4
3657,0
3658,2
3659,0
3660,1
3661,3
3662,4
3663,0
3664,5
3665,5
3666,4
3667,1
3668,0
3669,4
3670,1
3671,1
3672,4
3673,3
3674,3
3675,1
3676,2
3677,2
3678,3
3679,4
3680,0
3681,1
3682,1
3683,3
3684,5
3685,2
3686,2
3687,3
3688,1
3689,4
3690,3
3691,0
3692,1
3693,2
3694,0
3695,3
3696,4
3697,1
3698,4
3699,0
3700,2
3701,2
3702,2
3703,1
3704,3
3705,2
3706,5
3707,4
3708,2
3709,4
3710,0
3711,1
3712,4
3713,0
3714,2
3715,1
3716,3
3717,0
3718,1
3719,4
3720,0
3721,5
3722,2
3723,5
3724,2
3725,0
3726,3
3727,3
3728,1
3729,0
3730,2
3731,2
3732,0
3733,2
3734,2
3735,0
3736,1
3737,0
3738,2
3739,0
3740,5
3741,2
3742,5
3743,5
3744,5
3745,4
3746,1
3747,4
3748,3
3749,5
3750,3
3751,0
3752,1
3753,5
3754,0
3755,0
3756,2
3757,4
3758,1
3759,1
3760,1
3761,1
3762,3
3763,1
3764,2
3765,0
3766,4
3767,4
3768,2
3769,2
3770,4
3771,3
3772,5
3773,2
3774,4
3775,1
3776,5
3777,2
3778,5
3779,4
3780,0
3781,3
3782,2
3783,4
3784,5
3785,2
3786,1
3787,0
3788,3
3789,3
3790,5
3791,0
3792,0
3793,5
3794,5
3795,0
3796,2
3797,4
3798,4
3799,3
3800,2
3801,4
3802,1
3803,4
3804,4
3805,3
3806,0
3807,1
3808,4
3809,3
3810,0
3811,0
3812,5
3813,0
3814,4
3815,0
3816,3
3817,2
3818,0
3819,4
3820,4
3821,2
3822,3
3823,4
3824,0
3825,5
3826,1
3827,0
3828,5
3829,1
3830,5
3831,3
3832,3
3833,5
3834,2
3835,0
3836,5
3837,3
3838,3
3839,1
3840,2
3841,0
3842,0
3843,3
3844,3
3845,5
3846,0
3847,2
3848,1
3849,0
3850,5
3851,3
3852,4
3853,4
3854,2
3855,2
3856,4
3857,3
3858,2
3859,2
3860,0
3861,0
3862,5
3863,5
3864,3
3865,1
3866,4
3867,3
3868,0
3869,0
3870,0
3871,1
3872,3
3873,0
3874,0
3875,3
3876,4
3877,1
3878,4
3879,3
3880,3
3881,5
3882,1
3883,3
3884,0
3885,5
3886,1
3887,3
3888,0
3889,4
3890,5
3891,3
3892,0
3893,2
3894,0
3895,0
3896,5
3897,3
3898,4
3899,3
3900,0
3901,1
3902,2
3903,2
3904,0
3905,1
3906,3
3907,5
3908,5
3909,5
3910,5
3911,4
3912,5
3913,0
3914,0
3915,4
3916,1
3917,1
3918,0
3919,1
3920,0
3921,0
3922,5
3923,4
3924,1
3925,5
3926,3
3927,5
3928,4
3929,5
3930,5
3931,4
3932,5
3933,0
3934,5
3935,3
3936,3
3937,4
3938,3
3939,1
3940,1
3941,3
3942,1
3943,2
3944,2
3945,0
3946,4
3947,0
3948,3
3949,0
3950,4
3951,0
3952,1
3953,3
3954,2
3955,2
3956,5
3957,3
3958,0
3959,2
3960,3
3961,0
3962,0
3963,0
3964,0
3965,3
3966,4
3967,4
3968,0
3969,1
3970,1
3971,5
3972,5
3973,4
3974,1
3975,1
3976,0
3977,0
3978,2
3979,3
3980,5
3981,2
3982,0
3983,1
3984,1
3985,3
3986,1
3987,4
3988,4
3989,1
3990,4
3991,2
3992,5
3993,0
3994,4
3995,5
3996,1
3997,5
3998,0
3999,0
4000,2
4001,0
4002,3
4003,3
4004,2
4005,2
4006,1
4007,5
4008,5
4009,3
4010,1
4011,5
4012,2
4013,2
4014,5
4015,3
4016,5
4017,1
4018,1
4019,3
4020,1
4021,3
4022,2
4023,0
4024,3
4025,5
4026,0
4027,4
4028,4
4029,0
4030,5
4031,5
4032,2
4033,3
4034,2
4035,4
4036,5
4037,0
4038,3
4039,5
4040,5
4041,0
4042,5
4043,4
4044,1
4045,1
4046,5
4047,4
4048,5
4049,0
4050,4
4051,2
4052,1
4053,0
4054,1
4055,4
4056,2
4057,2
4058,1
4059,5
4060,4
4061,5
4062,2
4063,4
4064,2
4065,4
4066,0
4067,5
4068,1
4069,1
4070,0
4071,3
4072,2
4073,3
4074,3
4075,0
4076,4
4077,4
4078,3
4079,3
4080,2
4081,1
4082,5
4083,4
4084,1
4085,3
4086,1
4087,0
4088,0
4089,0
4090,4
4091,5
4092,2
4093,5
4094,2
4095,1
4096,0
4097,5
4098,5
4099,0
4100,3
4101,2
4102,2
4103,5
4104,1
4105,0
4106,3
4107,2
4108,2
4109,1
4110,4
4111,3
4112,5
4113,2
4114,0
4115,2
4116,5
4117,1
4118,3
4119,4
4120,1
4121,3
4122,5
4123,2
4124,0
4125,4
4126,0
4127,5
4128,3
4129,4
4130,3
4131,2
4132,3
4133,0
4134,2
4135,4
4136,0
4137,0
4138,4
4139,3
4140,0
4141,0
4142,2
4143,1
4144,5
4145,0
4146,1
4147,2
4148,3
4149,0
4150,5
4151,3
4152,2
4153,2
4154,2
4155,2
4156,4
4157,1
4158,2
4159,0
4160,5
4161,3
4162,2
4163,1
4164,5
4165,2
4166,0
4167,1
4168,4
4169,1
4170,1
4171,5
4172,2
4173,3
4174,2
4175,2
4176,4
4177,4
4178,3
4179,2
4180,2
4181,1
4182,4
4183,0
4184,2
4185,2
4186,2
4187,0
4188,5
4189,1
4190,3
4191,4
4192,4
4193,0
4194,5
4195,1
4196,3
4197,3
4198,4
4199,3
4200,0
4201,4
4202,0
4203,2
4204,1
4205,2
4206,2
4207,2
4208,5
4209,2
4210,2
4211,3
4212,1
4213,1
4214,3
4215,0
4216,1
4217,1
4218,0
4219,5
4220,3
4221,2
4222,1
4223,3
4224,5
4225,0
4226,1
4227,1
4228,5
4229,0
4230,5
4231,1
4232,1
4233,3
4234,1
4235,4
4236,1
4237,3
4238,0
4239,2
4240,5
4241,4
4242,4
4243,0
4244,0
4245,2
4246,2
4247,5
4248,2
4249,5
4250,3
4251,5
4252,3
4253,4
4254,3
4255,5
4256,3
4257,0
4258,3
4259,5
4260,3
4261,3
4262,0
4263,0
4264,2
4265,5
4266,1
4267,0
4268,5
4269,1
4270,5
4271,0
4272,3
4273,0
4274,5
4275,1
4276,1
4277,5
4278,1
4279,0
4280,5
4281,5
4282,3
4283,3
4284,5
4285,2
4286,3
4287,3
4288,3
4289,3
4290,4
4291,1
4292,4
4293,0
4294,1
4295,1
4296,2
4297,2
4298,0
4299,5
4300,0
4301,0
4302,4
4303,1
4304,4
4305,5
4306,3
4307,4
4308,1
4309,1
4310,4
4311,4
4312,1
4313,4
4314,4
4315,3
4316,0
4317,0
4318,0
4319,2
4320,2
4321,4
4322,1
4323,1
4324,5
4325,2
4326,0
4327,4
4328,0
4329,1
4330,1
4331,4
4332,4
4333,3
4334,4
4335,1
4336,1
4337,2
4338,5
4339,5
4340,3
4341,3
4342,0
4343,3
4344,0
4345,1
4346,4
4347,0
4348,4
4349,3
4350,0
4351,4
4352,0
4353,2
4354,1
4355,1
4356,3
4357,1
4358,1
4359,5
4360,5
4361,1
4362,0
4363,2
4364,2
4365,0
4366,2
4367,3
4368,4
4369,3
4370,3
4371,2
4372,5
4373,2
4374,3
4375,4
4376,1
4377,1
4378,4
4379,5
4380,0
4381,3
4382,2
4383,1
4384,2
4385,1
4386,0
4387,4
4388,2
4389,1
4390,3
4391,4
4392,1
4393,4
4394,2
4395,1
4396,2
4397,3
4398,4
4399,4
4400,0
4401,0
4402,3
4403,3
4404,0
4405,0
4406,0
4407,1
4408,4
4409,2
4410,0
4411,0
4412,3
4413,2
4414,4
4415,1
4416,3
4417,3
4418,2
4419,4
4420,1
4421,0
4422,2
4423,5
4424,5
4425,2
4426,2
4427,3
4428,0
4429,2
4430,1
4431,3
4432,5
4433,0
4434,1
4435,2
4436,5
4437,4
4438,3
4439,5
4440,3
4441,3
4442,2
4443,0
4444,1
4445,0
4446,0
4447,2
4448,3
4449,1
4450,5
4451,1
4452,2
4453,0
4454,0
4455,2
4456,2
4457,2
4458,0
4459,1
4460,0
4461,2
4462,4
4463,1
4464,2
4465,3
4466,1
4467,3
4468,0
4469,2
4470,1
4471,4
4472,3
4473,3
4474,0
4475,0
4476,3
4477,4
4478,3
4479,1
4480,3
4481,1
4482,1
4483,4
4484,0
4485,2
4486,1
4487,2
4488,5
4489,0
4490,5
4491,5
4492,2
4493,3
4494,0
4495,0
4496,0
4497,1
4498,1
4499,5
4500,3
4501,1
4502,5
4503,0
4504,5
4505,5
4506,4
4507,0
4508,0
4509,3
4510,4
4511,0
4512,4
4513,4
4514,5
4515,3
4516,0
4517,5
4518,3
4519,2
4520,2
4521,2
4522,2
4523,2
4524,4
4525,0
4526,0
4527,4
4528,2
4529,4
4530,4
4531,3
4532,3
4533,1
4534,1
4535,4
4536,3
4537,3
4538,2
4539,2
4540,3
4541,4
4542,1
4543,4
4544,1
4545,3
4546,1
4547,1
4548,5
4549,4
4550,0
4551,1
4552,3
4553,1
4554,3
4555,1
4556,1
4557,0
4558,4
4559,0
4560,2
4561,0
4562,4
4563,3
4564,2
4565,5
4566,1
4567,2
4568,4
4569,3
4570,5
4571,5
4572,3
4573,2
4574,3
4575,5
4576,4
4577,5
4578,3
4579,2
4580,2
4581,0
4582,1
4583,3
4584,0
4585,0
4586,0
4587,3
4588,0
4589,2
4590,5
4591,5
4592,0
4593,2
4594,1
4595,0
4596,3
4597,0
4598,2
4599,1
4600,2
4601,0
4602,0
4603,1
4604,0
4605,5
4606,0
4607,4
4608,1
4609,3
4610,1
4611,5
4612,4
4613,4
4614,1
4615,1
4616,0
4617,2
4618,4
4619,3
4620,1
4621,2
4622,1
4623,4
4624,4
4625,4
4626,4
4627,0
4628,1
4629,4
4630,0
4631,1
4632,1
4633,5
4634,2
4635,2
4636,5
4637,2
4638,3
4639,5
4640,3
4641,0
4642,1
4643,1
4644,3
4645,2
4646,2
4647,4
4648,4
4649,3
4650,4
4651,3
4652,3
4653,2
4654,1
4655,0
4656,2
4657,0
4658,0
4659,1
4660,1
4661,4
4662,4
4663,0
4664,5
4665,2
4666,0
4667,1
4668,3
4669,1
4670,5
4671,0
4672,0
4673,0
4674,5
4675,5
4676,5
4677,1
4678,3
4679,5
4680,0
4681,3
4682,2
4683,5
4684,4
4685,2
4686,0
4687,2
4688,1
4689,3
4690,1
4691,0
4692,0
4693,0
4694,4
4695,1
4696,5
4697,1
4698,3
4699,5
4700,3
4701,5
4702,1
4703,4
4704,2
4705,4
4706,2
4707,5
4708,3
4709,1
4710,2
4711,5
4712,4
4713,0
4714,0
4715,0
4716,2
4717,0
4718,1
4719,2
4720,5
4721,3
4722,1
4723,5
4724,3
4725,1
4726,4
4727,5
4728,0
4729,1
4730,1
4731,0
4732,0
4733,0
4734,0
4735,3
4736,1
4737,3
4738,3
4739,4
4740,0
4741,4
4742,5
4743,2
4744,2
4745,0
4746,0
4747,4
4748,4
4749,0
4750,2
4751,0
4752,4
4753,2
4754,4
4755,0
4756,0
4757,1
4758,5
4759,4
4760,0
4761,5
4762,2
4763,2
4764,4
4765,4
4766,1
4767,2
4768,0
4769,0
4770,0
4771,5
4772,4
4773,3
4774,1
4775,1
4776,5
4777,1
4778,1
4779,2
4780,5
4781,1
4782,2
4783,0
4784,3
4785,0
4786,1
4787,1
4788,0
4789,0
4790,3
4791,4
4792,2
4793,0
4794,4
4795,4
4796,4
4797,4
4798,2
4799,1
4800,2
4801,1
4802,1
4803,0
4804,0
4805,0
4806,4
4807,2
4808,1
4809,1
4810,2
4811,5
4812,0
4813,2
4814,1
4815,2
4816,0
4817,3
4818,0
4819,2
4820,2
4821,1
4822,4
4823,4
4824,0
4825,1
4826,5
4827,1
4828,3
4829,1
4830,0
4831,2
4832,3
4833,2
4834,4
4835,2
4836,0
4837,3
4838,4
4839,4
4840,2
4841,2
4842,1
4843,3
4844,3
4845,4
4846,3
4847,2
4848,5
4849,0
4850,3
4851,1
4852,1
4853,3
4854,0
4855,1
4856,0
4857,3
4858,5
4859,3
4860,4
4861,1
4862,0
4863,3
4864,3
4865,4
4866,0
4867,5
4868,1
4869,0
4870,2
4871,0
4872,4
4873,0
4874,1
4875,2
4876,0
4877,5
4878,1
4879,3
4880,5
4881,0
4882,2
4883,5
4884,2
4885,0
4886,0
4887,4
4888,2
4889,3
4890,3
4891,1
4892,5
4893,2
4894,0
4895,0
4896,0
4897,0
4898,0
4899,2
4900,1
4901,0
4902,2
4903,2
4904,3
4905,4
4906,4
4907,5
4908,5
4909,2
4910,0
4911,3
4912,2
4913,4
4914,3
4915,1
4916,4
4917,0
4918,0
4919,0
4920,0
4921,2
4922,2
4923,4
4924,1
4925,1
4926,1
4927,2
4928,4
4929,1
4930,1
4931,1
4932,5
4933,0
4934,0
4935,4
4936,1
4937,5
4938,5
4939,0
4940,3
4941,4
4942,4
4943,3
4944,5
4945,3
4946,2
4947,0
4948,2
4949,5
4950,3
4951,5
4952,4
4953,3
4954,4
4955,3
4956,3
4957,5
4958,1
4959,2
4960,5
4961,5
4962,3
4963,0
4964,2
4965,5
4966,4
4967,0
4968,2
4969,4
4970,5
4971,2
4972,3
4973,1
4974,5
4975,4
4976,5
4977,3
4978,2
4979,1
4980,4
4981,2
4982,5
4983,0
4984,0
4985,2
4986,4
4987,2
4988,3
4989,1
4990,3
4991,4
4992,5
4993,0
4994,4
4995,4
4996,2
4997,4
4998,3
4999,4
5000,3
5001,2
5002,4
5003,0
5004,0
5005,2
5006,2
5007,1
5008,4
5009,1
5010,3
5011,1
5012,0
5013,4
5014,4
5015,0
5016,4
5017,5
5018,3
5019,3
5020,3
5021,4
5022,2
5023,5
5024,4
5025,0
5026,3
5027,4
5028,5
5029,3
5030,0
5031,5
5032,0
5033,0
5034,2
5035,4
5036,4
5037,5
5038,2
5039,2
5040,5
5041,2
5042,0
5043,1
5044,3
5045,1
5046,3
5047,2
5048,0
5049,5
5050,2
5051,2
5052,1
5053,4
5054,5
5055,0
5056,1
5057,2
5058,2
5059,5
